State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Delaware,5/9/2020,"5,197",5/2/2020,"50,205","445,741",11.26,,,
Delaware,5/16/2020,"5,554",5/9/2020,"51,010","445,741",11.44,,,
Delaware,5/23/2020,"4,651",5/16/2020,"50,780","445,741",11.39,,,
Delaware,5/30/2020,"3,052",5/23/2020,"55,172","445,741",12.38,,,
Delaware,6/6/2020,"3,037",5/30/2020,"49,659","445,741",11.14,,,
Delaware,6/13/2020,"2,516",6/6/2020,"47,115","445,741",10.57,,,
Delaware,6/20/2020,"2,797",6/13/2020,"45,112","445,741",10.12,,,
Delaware,6/27/2020,"2,771",6/20/2020,"44,034","445,741",9.88,,,
Delaware,7/4/2020,"2,791",6/27/2020,"45,598","445,741",10.23,,,
Delaware,7/11/2020,"3,167",7/4/2020,"42,194","446,976",9.44,,,
Delaware,7/18/2020,"2,720",7/11/2020,"41,572","446,976",9.3,,,
Delaware,7/25/2020,"2,563",7/18/2020,"40,923","446,976",9.16,,,
Delaware,8/1/2020,"2,133",7/25/2020,"42,352","446,976",9.48,,,
Delaware,8/8/2020,"1,760",8/1/2020,"36,026","446,976",8.06,,,
Delaware,8/15/2020,"1,927",8/8/2020,"35,186","446,976",7.87,,,
Delaware,8/22/2020,"1,678",8/15/2020,"33,171","446,976",7.42,,,
Delaware,8/29/2020,"1,577",8/22/2020,"31,974","446,976",7.15,,,
Delaware,9/5/2020,"1,629",8/29/2020,"32,327","446,976",7.23,,,
Delaware,9/12/2020,"1,598",9/5/2020,"29,534","446,976",6.61,,,
Delaware,9/19/2020,"1,775",9/12/2020,"28,983","446,976",6.48,,,
Delaware,9/26/2020,"1,815",9/19/2020,"26,824","446,976",6,,,
Delaware,10/3/2020,"1,776",9/26/2020,"24,183","446,976",5.41,,,
Delaware,10/10/2020,"2,010",10/3/2020,"21,355","451,429",4.73,,,
Delaware,10/17/2020,"1,715",10/10/2020,"19,228","451,429",4.26,,,
Delaware,10/24/2020,"1,657",10/17/2020,"17,349","451,429",3.84,,,
Delaware,10/31/2020,"1,578",10/24/2020,"16,181","451,429",3.58,,,
Delaware,11/7/2020,"1,522",10/31/2020,"14,391","451,429",3.19,,,
Delaware,11/14/2020,"1,508",11/7/2020,"13,404","451,429",2.97,,,
Delaware,11/21/2020,"1,869",11/14/2020,"12,992","451,429",2.88,,,
Delaware,11/28/2020,"1,533",11/21/2020,"12,103","451,429",2.68,,,
Delaware,12/5/2020,"2,037",11/28/2020,"13,535","451,429",3,,,
Delaware,12/12/2020,"4,392",12/5/2020,"12,554","451,429",2.78,,,
Delaware,12/19/2020,"1,512",12/12/2020,"12,202","451,429",2.7,,,
Delaware,12/26/2020,"2,386",12/19/2020,"12,324","451,429",2.73,,,
District of Columbia,1/5/2019,"1,190",12/29/2018,"8,150","567,976",1.43,,,
District of Columbia,1/12/2019,"1,964",1/5/2019,"8,619","570,675",1.51,,,
District of Columbia,1/19/2019,"1,193",1/12/2019,"9,764","570,675",1.71,,,
District of Columbia,1/26/2019,904,1/19/2019,"10,057","570,675",1.76,,,
District of Columbia,2/2/2019,597,1/26/2019,"9,836","570,675",1.72,,,
District of Columbia,2/9/2019,509,2/2/2019,"8,650","570,675",1.52,,,
District of Columbia,2/16/2019,436,2/9/2019,"8,126","570,675",1.42,,,
District of Columbia,2/23/2019,376,2/16/2019,"7,816","570,675",1.37,,,
District of Columbia,3/2/2019,399,2/23/2019,"7,778","570,675",1.36,,,
District of Columbia,3/9/2019,406,3/2/2019,"7,429","570,675",1.3,,,
District of Columbia,3/16/2019,430,3/9/2019,"7,259","570,675",1.27,,,
District of Columbia,3/23/2019,388,3/16/2019,"7,237","570,675",1.27,,,
District of Columbia,3/30/2019,379,3/23/2019,"7,017","570,675",1.23,,,
District of Columbia,4/6/2019,439,3/30/2019,"6,753","570,675",1.18,,,
District of Columbia,4/13/2019,419,4/6/2019,"6,715","572,997",1.17,,,
District of Columbia,4/20/2019,409,4/13/2019,"6,625","572,997",1.16,,,
District of Columbia,4/27/2019,393,4/20/2019,"6,643","572,997",1.16,,,
District of Columbia,5/4/2019,424,4/27/2019,"6,570","572,997",1.15,,,
District of Columbia,5/11/2019,396,5/4/2019,"6,306","572,997",1.1,,,
District of Columbia,5/18/2019,500,5/11/2019,"6,316","572,997",1.1,,,
District of Columbia,5/25/2019,452,5/18/2019,"6,228","572,997",1.09,,,
District of Columbia,6/1/2019,410,5/25/2019,"6,299","572,997",1.1,,,
District of Columbia,6/8/2019,456,6/1/2019,"6,413","572,997",1.12,,,
District of Columbia,6/15/2019,473,6/8/2019,"6,401","572,997",1.12,,,
District of Columbia,6/22/2019,787,6/15/2019,"6,405","572,997",1.12,,,
District of Columbia,6/29/2019,591,6/22/2019,"6,840","572,997",1.19,,,
District of Columbia,7/6/2019,501,6/29/2019,"6,890","572,997",1.2,,,
District of Columbia,7/13/2019,570,7/6/2019,"7,186","575,588",1.25,,,
District of Columbia,7/20/2019,528,7/13/2019,"7,197","575,588",1.25,,,
District of Columbia,7/27/2019,491,7/20/2019,"7,142","575,588",1.24,,,
District of Columbia,8/3/2019,527,7/27/2019,"7,283","575,588",1.27,,,
District of Columbia,8/10/2019,480,8/3/2019,"7,273","575,588",1.26,,,
District of Columbia,8/17/2019,461,8/10/2019,"7,391","575,588",1.28,,,
District of Columbia,8/24/2019,440,8/17/2019,"7,236","575,588",1.26,,,
District of Columbia,8/31/2019,391,8/24/2019,"7,141","575,588",1.24,,,
District of Columbia,9/7/2019,381,8/31/2019,"6,731","575,588",1.17,,,
District of Columbia,9/14/2019,433,9/7/2019,"6,725","575,588",1.17,,,
District of Columbia,9/21/2019,407,9/14/2019,"6,444","575,588",1.12,,,
District of Columbia,9/28/2019,397,9/21/2019,"6,359","575,588",1.1,,,
District of Columbia,10/5/2019,480,9/28/2019,"6,323","575,588",1.1,,,
District of Columbia,10/12/2019,480,10/5/2019,"6,246","576,878",1.08,,,
District of Columbia,10/19/2019,434,10/12/2019,"6,275","576,878",1.09,,,
District of Columbia,10/26/2019,420,10/19/2019,"6,264","576,878",1.09,,,
District of Columbia,11/2/2019,470,10/26/2019,"6,285","576,878",1.09,,,
District of Columbia,11/9/2019,570,11/2/2019,"6,345","576,878",1.1,,,
District of Columbia,11/16/2019,513,11/9/2019,"6,423","576,878",1.11,,,
District of Columbia,11/23/2019,561,11/16/2019,"6,509","576,878",1.13,,,
District of Columbia,11/30/2019,387,11/23/2019,"6,550","576,878",1.14,,,
District of Columbia,12/7/2019,635,11/30/2019,"6,883","576,878",1.19,,,
District of Columbia,12/14/2019,562,12/7/2019,"6,889","576,878",1.19,,,
District of Columbia,12/21/2019,598,12/14/2019,"6,936","576,878",1.2,,,
District of Columbia,12/28/2019,366,12/21/2019,"7,026","576,878",1.22,,,
District of Columbia,1/4/2020,481,12/28/2019,"7,198","576,878",1.25,,,
District of Columbia,1/11/2020,706,1/4/2020,"7,102","578,035",1.23,,,
District of Columbia,1/18/2020,594,1/11/2020,"7,271","578,035",1.26,,,
District of Columbia,1/25/2020,534,1/18/2020,"7,149","578,035",1.24,,,
District of Columbia,2/1/2020,539,1/25/2020,"7,139","578,035",1.24,,,
District of Columbia,2/8/2020,508,2/1/2020,"7,156","578,035",1.24,,,
District of Columbia,2/15/2020,473,2/8/2020,"7,079","578,035",1.22,,,
District of Columbia,2/22/2020,422,2/15/2020,"7,003","578,035",1.21,,,
District of Columbia,2/29/2020,452,2/22/2020,"7,020","578,035",1.21,,,
District of Columbia,3/7/2020,471,2/29/2020,"6,792","578,035",1.18,,,
District of Columbia,3/14/2020,"1,213",3/7/2020,"6,746","578,035",1.17,,,
District of Columbia,3/21/2020,"14,462",3/14/2020,"7,378","578,035",1.28,,,
District of Columbia,3/28/2020,"15,869",3/21/2020,"17,661","578,035",3.06,,,
District of Columbia,4/4/2020,"15,329",3/28/2020,"31,385","578,035",5.43,,,
District of Columbia,4/11/2020,"9,974",4/4/2020,"42,224","579,419",7.29,,,
District of Columbia,4/18/2020,"8,639",4/11/2020,"47,465","579,419",8.19,,,
District of Columbia,4/25/2020,"8,708",4/18/2020,"52,534","579,419",9.07,,,
District of Columbia,5/2/2020,"8,113",4/25/2020,"58,634","579,419",10.12,,,
District of Columbia,5/9/2020,"5,782",5/2/2020,"65,298","579,419",11.27,,,
District of Columbia,5/16/2020,"5,196",5/9/2020,"68,844","579,419",11.88,,,
District of Columbia,5/23/2020,"5,135",5/16/2020,"70,103","579,419",12.1,,,
District of Columbia,5/30/2020,"3,559",5/23/2020,"70,671","579,419",12.2,,,
District of Columbia,6/6/2020,"3,385",5/30/2020,"72,023","579,419",12.43,,,
District of Columbia,6/13/2020,"3,065",6/6/2020,"72,934","579,419",12.59,,,
District of Columbia,6/20/2020,"3,073",6/13/2020,"72,927","579,419",12.59,,,
District of Columbia,6/27/2020,"3,132",6/20/2020,"72,807","579,419",12.57,,,
District of Columbia,7/4/2020,"2,858",6/27/2020,"72,802","579,419",12.56,,,
District of Columbia,7/11/2020,"3,300",7/4/2020,"72,525","580,956",12.48,,,
District of Columbia,7/18/2020,"3,053",7/11/2020,"73,115","580,956",12.59,,,
District of Columbia,7/25/2020,"2,712",7/18/2020,"72,710","580,956",12.52,,,
District of Columbia,8/1/2020,"2,250",7/25/2020,"72,931","580,956",12.55,,,
District of Columbia,8/8/2020,"1,797",8/1/2020,"70,887","580,956",12.2,,,
District of Columbia,8/15/2020,"1,979",8/8/2020,"69,640","580,956",11.99,,,
District of Columbia,8/22/2020,"1,645",8/15/2020,"68,248","580,956",11.75,,,
District of Columbia,8/29/2020,"1,468",8/22/2020,"66,870","580,956",11.51,,,
District of Columbia,9/5/2020,"1,493",8/29/2020,"65,456","580,956",11.27,,,
District of Columbia,9/12/2020,"1,460",9/5/2020,"65,671","580,956",11.3,,,
District of Columbia,9/19/2020,"1,549",9/12/2020,"64,903","580,956",11.17,,,
District of Columbia,9/26/2020,"1,889",9/19/2020,"60,168","580,956",10.36,,,
District of Columbia,10/3/2020,"1,649",9/26/2020,"53,110","580,956",9.14,,,
District of Columbia,10/10/2020,"1,912",10/3/2020,"49,067","583,160",8.41,,,
District of Columbia,10/17/2020,"1,559",10/10/2020,"45,879","583,160",7.87,,,
District of Columbia,10/24/2020,"1,473",10/17/2020,"41,417","583,160",7.1,,,
District of Columbia,10/31/2020,"1,347",10/24/2020,"37,760","583,160",6.48,,,
District of Columbia,11/7/2020,"1,341",10/31/2020,"34,991","583,160",6,,,
District of Columbia,11/14/2020,"1,380",11/7/2020,"32,874","583,160",5.64,,,
District of Columbia,11/21/2020,"1,125",11/14/2020,"32,201","583,160",5.52,,,
District of Columbia,11/28/2020,"1,110",11/21/2020,"29,275","583,160",5.02,,,
District of Columbia,12/5/2020,"1,679",11/28/2020,"29,411","583,160",5.04,,,
District of Columbia,12/12/2020,"1,810",12/5/2020,"28,191","583,160",4.83,,,
District of Columbia,12/19/2020,"1,870",12/12/2020,"27,772","583,160",4.76,,,
District of Columbia,12/26/2020,"1,655",12/19/2020,"26,580","583,160",4.56,,,
Florida,1/5/2019,"7,343",12/29/2018,"37,091","8,401,478",0.44,,,
Florida,1/12/2019,"10,113",1/5/2019,"39,523","8,445,378",0.47,,,
Florida,1/19/2019,"9,152",1/12/2019,"38,589","8,445,378",0.46,,,
Florida,1/26/2019,"8,226",1/19/2019,"39,817","8,445,378",0.47,,,
Florida,2/2/2019,"7,510",1/26/2019,"37,502","8,445,378",0.44,,,
Florida,2/9/2019,"7,049",2/2/2019,"38,218","8,445,378",0.45,,,
Florida,2/16/2019,"6,185",2/9/2019,"36,628","8,445,378",0.43,,,
Florida,2/23/2019,"5,685",2/16/2019,"38,228","8,445,378",0.45,,,
Florida,3/2/2019,"5,675",2/23/2019,"36,032","8,445,378",0.43,,,
Florida,3/9/2019,"6,204",3/2/2019,"35,361","8,445,378",0.42,,,
Florida,3/16/2019,"5,801",3/9/2019,"34,751","8,445,378",0.41,,,
Florida,3/23/2019,"5,353",3/16/2019,"34,930","8,445,378",0.41,,,
Florida,3/30/2019,"5,304",3/23/2019,"34,577","8,445,378",0.41,,,
Florida,4/6/2019,"6,402",3/30/2019,"33,253","8,445,378",0.39,,,
Florida,4/13/2019,"6,345",4/6/2019,"33,243","8,511,100",0.39,,,
Florida,4/20/2019,"5,911",4/13/2019,"33,688","8,511,100",0.4,,,
Florida,4/27/2019,"5,900",4/20/2019,"34,170","8,511,100",0.4,,,
Florida,5/4/2019,"6,262",4/27/2019,"33,181","8,511,100",0.39,,,
Florida,5/11/2019,"6,402",5/4/2019,"33,697","8,511,100",0.4,,,
Florida,5/18/2019,"6,354",5/11/2019,"33,957","8,511,100",0.4,,,
Florida,5/25/2019,"6,104",5/18/2019,"33,987","8,511,100",0.4,,,
Florida,6/1/2019,"5,971",5/25/2019,"34,600","8,511,100",0.41,,,
Florida,6/8/2019,"8,581",6/1/2019,"34,500","8,511,100",0.41,,,
Florida,6/15/2019,"7,509",6/8/2019,"35,131","8,511,100",0.41,,,
Florida,6/22/2019,"7,025",6/15/2019,"38,862","8,511,100",0.46,,,
Florida,6/29/2019,"6,845",6/22/2019,"38,733","8,511,100",0.46,,,
Florida,7/6/2019,"7,150",6/29/2019,"37,702","8,511,100",0.44,,,
Florida,7/13/2019,"7,710",7/6/2019,"40,614","8,563,455",0.47,,,
Florida,7/20/2019,"6,919",7/13/2019,"41,553","8,563,455",0.49,,,
Florida,7/27/2019,"6,491",7/20/2019,"42,091","8,563,455",0.49,,,
Florida,8/3/2019,"6,437",7/27/2019,"42,461","8,563,455",0.5,,,
Florida,8/10/2019,"6,509",8/3/2019,"42,628","8,563,455",0.5,,,
Florida,8/17/2019,"6,009",8/10/2019,"41,853","8,563,455",0.49,,,
Florida,8/24/2019,"6,305",8/17/2019,"43,799","8,563,455",0.51,,,
Florida,8/31/2019,"5,646",8/24/2019,"41,020","8,563,455",0.48,,,
Florida,9/7/2019,"5,013",8/31/2019,"40,036","8,563,455",0.47,,,
Florida,9/14/2019,"6,543",9/7/2019,"40,712","8,563,455",0.48,,,
Florida,9/21/2019,"5,972",9/14/2019,"39,151","8,563,455",0.46,,,
Florida,9/28/2019,"5,388",9/21/2019,"39,475","8,563,455",0.46,,,
Florida,10/5/2019,"6,072",9/28/2019,"37,855","8,563,455",0.44,,,
Florida,10/12/2019,"5,982",10/5/2019,"36,883","8,608,066",0.43,,,
Florida,10/19/2019,"5,451",10/12/2019,"36,987","8,608,066",0.43,,,
Florida,10/26/2019,"5,402",10/19/2019,"36,047","8,608,066",0.42,,,
Florida,11/2/2019,"5,484",10/26/2019,"35,187","8,608,066",0.41,,,
Florida,11/9/2019,"6,028",11/2/2019,"35,489","8,608,066",0.41,,,
Florida,11/16/2019,"5,252",11/9/2019,"34,385","8,608,066",0.4,,,
Florida,11/23/2019,"5,662",11/16/2019,"36,170","8,608,066",0.42,,,
Florida,11/30/2019,"3,817",11/23/2019,"31,147","8,608,066",0.36,,,
Florida,12/7/2019,"5,681",11/30/2019,"38,917","8,608,066",0.45,,,
Florida,12/14/2019,"5,375",12/7/2019,"33,428","8,608,066",0.39,,,
Florida,12/21/2019,"5,337",12/14/2019,"36,866","8,608,066",0.43,,,
Florida,12/28/2019,"3,807",12/21/2019,"31,743","8,608,066",0.37,,,
Florida,1/4/2020,"4,618",12/28/2019,"36,189","8,608,066",0.42,,,
Florida,1/11/2020,"6,862",1/4/2020,"35,024","8,604,277",0.41,,,
Florida,1/18/2020,"6,088",1/11/2020,"34,718","8,604,277",0.4,,,
Florida,1/25/2020,"5,206",1/18/2020,"33,347","8,604,277",0.39,,,
Florida,2/1/2020,"5,457",1/25/2020,"35,871","8,604,277",0.42,,,
Florida,2/8/2020,"5,605",2/1/2020,"33,176","8,604,277",0.39,,,
Florida,2/15/2020,"5,229",2/8/2020,"34,449","8,604,277",0.4,,,
Florida,2/22/2020,"4,861",2/15/2020,"33,570","8,604,277",0.39,,,
Florida,2/29/2020,"4,853",2/22/2020,"33,421","8,604,277",0.39,,,
Florida,3/7/2020,"5,325",2/29/2020,"32,262","8,604,277",0.37,,,
Florida,3/14/2020,"6,463",3/7/2020,"32,244","8,604,277",0.37,,,
Florida,3/21/2020,"74,313",3/14/2020,"33,728","8,604,277",0.39,,,
Florida,3/28/2020,"228,484",3/21/2020,"35,076","8,604,277",0.41,,,
Florida,4/4/2020,"169,885",3/28/2020,"98,921","8,604,277",1.15,,,
Florida,4/11/2020,"180,419",4/4/2020,"339,448","8,590,846",3.95,,,
Florida,4/18/2020,"506,670",4/11/2020,"177,021","8,590,846",2.06,,,
Florida,4/25/2020,"433,103",4/18/2020,"540,554","8,590,846",6.29,,,
Florida,5/2/2020,"174,860",4/25/2020,"444,561","8,590,846",5.17,,,
Florida,5/9/2020,"223,082",5/2/2020,"1,035,207","8,590,846",12.05,,,
Florida,5/16/2020,"225,404",5/9/2020,"2,151,108","8,590,846",25.04,,,
Florida,5/23/2020,"175,411",5/16/2020,"529,384","8,590,846",6.16,,,
Florida,5/30/2020,"207,707",5/23/2020,"630,640","8,590,846",7.34,,,
Florida,6/6/2020,"112,161",5/30/2020,"966,625","8,590,846",11.25,,,
Florida,6/13/2020,"88,148",6/6/2020,"920,202","8,590,846",10.71,,,
Florida,6/20/2020,"95,683",6/13/2020,"995,792","8,590,846",11.59,,,
Florida,6/27/2020,"84,370",6/20/2020,"741,344","8,590,846",8.63,,,
Florida,7/4/2020,"66,941",6/27/2020,"581,952","8,590,846",6.77,,,
Florida,7/11/2020,"132,831",7/4/2020,"914,801","8,732,627",10.48,,,
Florida,7/18/2020,"108,976",7/11/2020,"748,004","8,732,627",8.57,,,
Florida,7/25/2020,"91,462",7/18/2020,"691,070","8,732,627",7.91,,,
Florida,8/1/2020,"78,286",7/25/2020,"631,163","8,732,627",7.23,,,
Florida,8/8/2020,"61,584",8/1/2020,"567,987","8,732,627",6.5,,,
Florida,8/15/2020,"72,774",8/8/2020,"512,527","8,732,627",5.87,,,
Florida,8/22/2020,"51,647",8/15/2020,"458,954","8,732,627",5.26,,,
Florida,8/29/2020,"45,590",8/22/2020,"455,587","8,732,627",5.22,,,
Florida,9/5/2020,"40,256",8/29/2020,"410,406","8,732,627",4.7,,,
Florida,9/12/2020,"37,265",9/5/2020,"414,174","8,732,627",4.74,,,
Florida,9/19/2020,"39,028",9/12/2020,"374,181","8,732,627",4.28,,,
Florida,9/26/2020,"32,373",9/19/2020,"373,194","8,732,627",4.27,,,
Florida,10/3/2020,"42,306",9/26/2020,"337,344","8,769,716",3.85,,,
Florida,10/10/2020,"47,904",10/3/2020,"300,115","8,769,716",3.42,,,
Florida,10/17/2020,"40,070",10/10/2020,"287,537","8,769,716",3.28,,,
Florida,10/24/2020,"33,542",10/17/2020,"282,261","8,769,716",3.22,,,
Florida,10/31/2020,"31,625",10/24/2020,"213,454","8,769,716",2.43,,,
Florida,11/7/2020,"31,403",10/31/2020,"205,800","8,769,716",2.35,,,
Florida,11/14/2020,"24,358",11/7/2020,"186,514","8,769,716",2.13,,,
Florida,11/21/2020,"26,931",11/14/2020,"186,291","8,769,716",2.12,,,
Florida,11/28/2020,"23,063",11/21/2020,"142,253","8,769,716",1.62,,,
Florida,12/5/2020,"29,142",11/28/2020,"186,749","8,769,716",2.13,,,
Florida,12/12/2020,"26,018",12/5/2020,"154,462","8,769,716",1.76,,,
Florida,12/19/2020,"28,609",12/12/2020,"161,250","8,769,716",1.84,,,
Florida,12/26/2020,"26,533",12/19/2020,"140,565","8,769,716",1.6,,,
Georgia,1/5/2019,"17,800",12/29/2018,"38,700","4,271,277",0.91,,,
Georgia,1/12/2019,"13,145",1/5/2019,"38,060","4,290,407",0.89,,,
Georgia,1/19/2019,"7,402",1/12/2019,"29,355","4,290,407",0.68,,,
Georgia,1/26/2019,"5,529",1/19/2019,"28,292","4,290,407",0.66,,,
Georgia,2/2/2019,"5,483",1/26/2019,"27,875","4,290,407",0.65,,,
Georgia,2/9/2019,"5,575",2/2/2019,"27,142","4,290,407",0.63,,,
Georgia,2/16/2019,"5,711",2/9/2019,"26,530","4,290,407",0.62,,,
Georgia,2/23/2019,"5,120",2/16/2019,"27,208","4,290,407",0.63,,,
Georgia,3/2/2019,"5,781",2/23/2019,"26,703","4,290,407",0.62,,,
Georgia,3/9/2019,"5,166",3/2/2019,"25,281","4,290,407",0.59,,,
Georgia,3/16/2019,"4,387",3/9/2019,"24,682","4,290,407",0.58,,,
Georgia,3/23/2019,"4,182",3/16/2019,"23,918","4,290,407",0.56,,,
Georgia,3/30/2019,"4,171",3/23/2019,"23,944","4,290,407",0.56,,,
Georgia,4/6/2019,"4,642",3/30/2019,"23,020","4,290,407",0.54,,,
Georgia,4/13/2019,"5,248",4/6/2019,"24,837","4,314,458",0.58,,,
Georgia,4/20/2019,"4,655",4/13/2019,"23,737","4,314,458",0.55,,,
Georgia,4/27/2019,"4,457",4/20/2019,"24,013","4,314,458",0.56,,,
Georgia,5/4/2019,"4,851",4/27/2019,"23,899","4,314,458",0.55,,,
Georgia,5/11/2019,"5,072",5/4/2019,"23,743","4,314,458",0.55,,,
Georgia,5/18/2019,"4,286",5/11/2019,"24,030","4,314,458",0.56,,,
Georgia,5/25/2019,"4,191",5/18/2019,"24,042","4,314,458",0.56,,,
Georgia,6/1/2019,"4,474",5/25/2019,"24,268","4,314,458",0.56,,,
Georgia,6/8/2019,"5,366",6/1/2019,"24,860","4,314,458",0.58,,,
Georgia,6/15/2019,"4,332",6/8/2019,"24,648","4,314,458",0.57,,,
Georgia,6/22/2019,"4,412",6/15/2019,"25,072","4,314,458",0.58,,,
Georgia,6/29/2019,"4,336",6/22/2019,"24,973","4,314,458",0.58,,,
Georgia,7/6/2019,"5,234",6/29/2019,"24,972","4,314,458",0.58,,,
Georgia,7/13/2019,"9,065",7/6/2019,"30,818","4,332,044",0.71,,,
Georgia,7/20/2019,"6,107",7/13/2019,"27,148","4,332,044",0.63,,,
Georgia,7/27/2019,"4,275",7/20/2019,"26,077","4,332,044",0.6,,,
Georgia,8/3/2019,"4,402",7/27/2019,"25,618","4,332,044",0.59,,,
Georgia,8/10/2019,"4,395",8/3/2019,"25,319","4,332,044",0.58,,,
Georgia,8/17/2019,"3,913",8/10/2019,"24,789","4,332,044",0.57,,,
Georgia,8/24/2019,"4,450",8/17/2019,"25,549","4,332,044",0.59,,,
Georgia,8/31/2019,"4,797",8/24/2019,"24,822","4,332,044",0.57,,,
Georgia,9/7/2019,"3,645",8/31/2019,"24,574","4,332,044",0.57,,,
Georgia,9/14/2019,"5,208",9/7/2019,"25,217","4,332,044",0.58,,,
Georgia,9/21/2019,"4,262",9/14/2019,"24,252","4,332,044",0.56,,,
Georgia,9/28/2019,"4,534",9/21/2019,"23,955","4,332,044",0.55,,,
Georgia,10/5/2019,"4,843",9/28/2019,"24,335","4,332,044",0.56,,,
Georgia,10/12/2019,"5,100",10/5/2019,"23,752","4,353,840",0.55,,,
Georgia,10/19/2019,"4,431",10/12/2019,"24,134","4,353,840",0.55,,,
Georgia,10/26/2019,"6,255",10/19/2019,"25,067","4,353,840",0.58,,,
Georgia,11/2/2019,"5,207",10/26/2019,"24,694","4,353,840",0.57,,,
Georgia,11/9/2019,"5,417",11/2/2019,"24,251","4,353,840",0.56,,,
Georgia,11/16/2019,"3,934",11/9/2019,"23,917","4,353,840",0.55,,,
Georgia,11/23/2019,"5,780",11/16/2019,"24,461","4,353,840",0.56,,,
Georgia,11/30/2019,"3,961",11/23/2019,"21,522","4,353,840",0.49,,,
Georgia,12/7/2019,"9,592",11/30/2019,"31,239","4,353,840",0.72,,,
Georgia,12/14/2019,"6,595",12/7/2019,"26,358","4,353,840",0.61,,,
Georgia,12/21/2019,"4,885",12/14/2019,"25,133","4,353,840",0.58,,,
Georgia,12/28/2019,"4,131",12/21/2019,"24,259","4,353,840",0.56,,,
Georgia,1/4/2020,"17,060",12/28/2019,"38,704","4,353,840",0.89,,,
Georgia,1/11/2020,"17,962",1/4/2020,"47,482","4,373,059",1.09,,,
Georgia,1/18/2020,"8,161",1/11/2020,"32,079","4,373,059",0.73,,,
Georgia,1/25/2020,"5,257",1/18/2020,"28,998","4,373,059",0.66,,,
Georgia,2/1/2020,"5,199",1/25/2020,"28,332","4,373,059",0.65,,,
Georgia,2/8/2020,"5,577",2/1/2020,"26,984","4,373,059",0.62,,,
Georgia,2/15/2020,"6,277",2/8/2020,"27,317","4,373,059",0.62,,,
Georgia,2/22/2020,"5,030",2/15/2020,"26,963","4,373,059",0.62,,,
Georgia,2/29/2020,"5,538",2/22/2020,"26,958","4,373,059",0.62,,,
Georgia,3/7/2020,"4,569",2/29/2020,"25,079","4,373,059",0.57,,,
Georgia,3/14/2020,"5,445",3/7/2020,"25,352","4,373,059",0.58,,,
Georgia,3/21/2020,"12,140",3/14/2020,"27,507","4,373,059",0.63,,,
Georgia,3/28/2020,"133,820",3/21/2020,"107,877","4,373,059",2.47,,,
Georgia,4/4/2020,"390,132",3/28/2020,"360,077","4,373,059",8.23,,,
Georgia,4/11/2020,"319,581",4/4/2020,"595,418","4,388,404",13.57,,,
Georgia,4/18/2020,"247,003",4/11/2020,"611,889","4,388,404",13.94,,,
Georgia,4/25/2020,"266,565",4/18/2020,"758,856","4,388,404",17.29,,,
Georgia,5/2/2020,"228,352",4/25/2020,"885,764","4,388,404",20.18,,,
Georgia,5/9/2020,"242,772",5/2/2020,"812,913","4,388,404",18.52,,,
Georgia,5/16/2020,"177,731",5/9/2020,"790,178","4,388,404",18.01,,,
Georgia,5/23/2020,"165,499",5/16/2020,"731,762","4,388,404",16.67,,,
Georgia,5/30/2020,"149,163",5/23/2020,"754,833","4,388,404",17.2,,,
Georgia,6/6/2020,"135,254",5/30/2020,"698,154","4,388,404",15.91,,,
Georgia,6/13/2020,"131,997",6/6/2020,"682,501","4,388,404",15.55,,,
Georgia,6/20/2020,"125,725",6/13/2020,"669,735","4,388,404",15.26,,,
Georgia,6/27/2020,"117,485",6/20/2020,"661,233","4,388,404",15.07,,,
Georgia,7/4/2020,"105,160",6/27/2020,"619,947","4,388,404",14.13,,,
Georgia,7/11/2020,"138,452",7/4/2020,"792,717","4,406,223",17.99,,,
Georgia,7/18/2020,"122,313",7/11/2020,"703,153","4,406,223",15.96,,,
Georgia,7/25/2020,"84,984",7/18/2020,"636,912","4,406,223",14.45,,,
Georgia,8/1/2020,"73,931",7/25/2020,"633,988","4,406,223",14.39,,,
Georgia,8/8/2020,"62,335",8/1/2020,"572,455","4,406,223",12.99,,,
Georgia,8/15/2020,"58,099",8/8/2020,"555,479","4,406,223",12.61,,,
Georgia,8/22/2020,"56,768",8/15/2020,"553,713","4,406,223",12.57,,,
Georgia,8/29/2020,"51,283",8/22/2020,"535,406","4,406,223",12.15,,,
Georgia,9/5/2020,"50,320",8/29/2020,"523,143","4,406,223",11.87,,,
Georgia,9/12/2020,"42,085",9/5/2020,"498,813","4,406,223",11.32,,,
Georgia,9/19/2020,"49,421",9/12/2020,"536,886","4,406,223",12.18,,,
Georgia,9/26/2020,"43,526",9/19/2020,"478,732","4,406,223",10.86,,,
Georgia,10/3/2020,"44,874",9/26/2020,"445,039","4,406,223",10.1,,,
Georgia,10/10/2020,"54,166",10/3/2020,"409,602","4,419,929",9.27,,,
Georgia,10/17/2020,"44,892",10/10/2020,"367,949","4,419,929",8.32,,,
Georgia,10/24/2020,"43,695",10/17/2020,"336,738","4,419,929",7.62,,,
Georgia,10/31/2020,"37,253",10/24/2020,"302,039","4,419,929",6.83,,,
